,Name,Performance Year,Basic EPS Based On Continuous operations,Basic EPS Based On Including Extra-Ordinary Income,Basic EPS (restated) Based On Continuous operations,Basic EPS (restated) Based On Including Extra-Ordinary Income,Net Asset Value Per Share,Restated Net Asset Value Per Share,Net Profit After Tax Continuous operations (mn),Net Profit After Tax Including Extra-Ordinary Income (mn),% Dividend,% Dividend Yield,% Cash Dividend,% Bonus Dividend,EPS,NAV,Price,Price Vs EPS Correlation,Price Vs NAV Correlation,Efficient(EPS),Efficient(NAV)
495,RANGPUR DAIRY & FOOD PRODUCTS LTD.,2020,0.31,0,0.0,0,14.5,0.0,22.12,0,"2%C,2%B",1.69,2.0,2.0,0.3038,14.21,11.597633136094675,0.89796155365383,0.478714391232336,Yes,Yes
496,RANGPUR DAIRY & FOOD PRODUCTS LTD.,2021,0.64,0,0.0,0,14.65,0.0,46.84,0,"3%C,3%B",0.82,3.0,3.0,0.6208,14.2105,35.48780487804878,0.89796155365383,0.478714391232336,Yes,Yes
497,RANGPUR DAIRY & FOOD PRODUCTS LTD.,2022,1.18,0,0.0,0,15.12,0.0,89.52,0,5%C,1.19,5.0,0.0,1.18,15.12,42.016806722689076,0.89796155365383,0.478714391232336,Yes,Yes
498,RANGPUR DAIRY & FOOD PRODUCTS LTD.,2023,1.38,0,0.0,0,16.0,0.0,105.1,0,5%C,0.99,5.0,0.0,1.38,16.0,50.505050505050505,0.89796155365383,0.478714391232336,Yes,Yes
499,RANGPUR DAIRY & FOOD PRODUCTS LTD.,2024,1.01,0,0.0,0,16.51,0.0,76.82,0,2%C,0.65,2.0,0.0,1.01,16.51,30.76923076923077,0.89796155365383,0.478714391232336,Yes,Yes
500,RANGPUR FOUNDRY LTD.,2020,3.11,0,0.0,0,27.73,0.0,31.05,0,23%C,1.93,23.0,0.0,3.11,27.73,119.17098445595857,0.6525137094327492,0.4797410840195741,Yes,Yes
501,RANGPUR FOUNDRY LTD.,2021,3.68,0,0.0,0,29.11,0.0,36.81,0,23%C,1.81,23.0,0.0,3.68,29.11,127.0718232044199,0.6525137094327492,0.4797410840195741,Yes,Yes
502,RANGPUR FOUNDRY LTD.,2022,3.81,0,0.0,0,30.61,0.0,38.05,0,23%C,1.32,23.0,0.0,3.81,30.61,174.24242424242428,0.6525137094327492,0.4797410840195741,Yes,Yes
503,RANGPUR FOUNDRY LTD.,2023,3.74,0,0.0,0,32.06,0.0,37.42,0,23%C,1.35,23.0,0.0,3.74,32.06,170.37037037037038,0.6525137094327492,0.4797410840195741,Yes,Yes
504,RANGPUR FOUNDRY LTD.,2024,3.78,0,0.0,0,33.54,0.0,37.83,0,23%C,1.69,23.0,0.0,3.78,33.54,136.09467455621305,0.6525137094327492,0.4797410840195741,Yes,Yes
505,RECKITT BENCKISER (BANGLADESH) PLC,2020,156.38,0,0.0,0,170.95,0.0,738.89,0,1400%C,3.46,1400.0,0.0,156.38,170.95,4046.242774566474,0.3875606621336359,-0.1916593179707122,Yes,No
506,RECKITT BENCKISER (BANGLADESH) PLC,2021,171.03,0,0.0,0,200.65,0.0,808.12,0,1650%C,2.88,1650.0,0.0,171.03,200.65,5729.166666666667,0.3875606621336359,-0.1916593179707122,Yes,No
507,RECKITT BENCKISER (BANGLADESH) PLC,2022,139.5,0,0.0,0,176.8,0.0,659.14,0,980%C,2.06,980.0,0.0,139.5,176.8,4757.281553398058,0.3875606621336359,-0.1916593179707122,Yes,No
508,RECKITT BENCKISER (BANGLADESH) PLC,2023,173.65,0,0.0,0,252.69,0.0,820.5,0,550%C,1.16,550.0,0.0,173.65,252.69,4741.379310344828,0.3875606621336359,-0.1916593179707122,Yes,No
509,RECKITT BENCKISER (BANGLADESH) PLC,2024,159.17,0,0.0,0,350.64,0.0,752.08,0,3330%C,7.66,3330.0,0.0,159.17,350.64,4347.258485639686,0.3875606621336359,-0.1916593179707122,Yes,No
510,RELIANCE INSURANCE LTD.,2020,5.21,0,0.0,0,60.73,0.0,548.18,0,25%C,4.03,25.0,0.0,5.21,60.73,62.03473945409429,-0.41487962512404875,-0.207291075636027,No,No
511,RELIANCE INSURANCE LTD.,2021,5.59,0,0.0,0,64.39,0.0,587.81,0,25%C,2.86,25.0,0.0,5.59,64.39,87.41258741258741,-0.41487962512404875,-0.207291075636027,No,No
512,RELIANCE INSURANCE LTD.,2022,5.86,0,0.0,0,64.15,0.0,615.93,0,25%C,4.28,25.0,0.0,5.86,64.15,58.41121495327103,-0.41487962512404875,-0.207291075636027,No,No
513,RELIANCE INSURANCE LTD.,2023,6.56,0,0.0,0,66.85,0.0,690.18,0,25%C,3.96,25.0,0.0,6.56,66.85,63.13131313131313,-0.41487962512404875,-0.207291075636027,No,No
514,RELIANCE INSURANCE LTD.,2024,9.12,0,0.0,0,69.59,0.0,958.84,0,30%C,5.22,30.0,0.0,9.12,69.59,57.4712643678161,-0.41487962512404875,-0.207291075636027,No,No
515,REPUBLIC INSURANCE COMPANY LTD.,2020,2.36,0,0.0,0,16.18,0.0,109.46,0,"7%C,7%B",1.26,7.0,7.0,2.1948,15.0474,51.666666666666664,0.7266888225290216,-0.8378323348843502,Yes,No
516,REPUBLIC INSURANCE COMPANY LTD.,2021,2.38,0,0.0,0,16.85,0.0,118.24,0,"10%C,5%B",1.89,10.0,5.0,2.261,16.0075,50.26455026455027,0.7266888225290216,-0.8378323348843502,Yes,No
517,REPUBLIC INSURANCE COMPANY LTD.,2022,1.96,0,0.0,0,17.06,0.0,102.09,0,10.5%C,3.14,10.5,0.0,1.96,17.06,33.43949044585987,0.7266888225290216,-0.8378323348843502,Yes,No
518,REPUBLIC INSURANCE COMPANY LTD.,2023,2.31,0,0.0,0,18.32,0.0,120.53,0,11%C,2.78,11.0,0.0,2.31,18.32,39.56834532374101,0.7266888225290216,-0.8378323348843502,Yes,No
519,REPUBLIC INSURANCE COMPANY LTD.,2024,2.09,0,0.0,0,19.31,0.0,108.85,0,"6%C,5%B",1.95,6.0,5.0,1.9854999999999998,18.3445,29.23076923076923,0.7266888225290216,-0.8378323348843502,Yes,No
520,S.S.STEEL LIMITED,2020,1.55,0,0.0,0,17.48,0.0,436.29,0,"2%C,8%B",1.94,2.0,8.0,1.426,16.0816,9.484536082474229,0.4654811850908842,0.742186065417286,Yes,Yes
521,S.S.STEEL LIMITED,2021,2.31,0,0.0,0,23.58,0.0,703.21,0,2%C,1.01,2.0,0.0,2.31,23.58,19.801980198019802,0.4654811850908842,0.742186065417286,Yes,Yes
522,S.S.STEEL LIMITED,2022,1.87,0,0.0,0,21.41,0.0,612.96,0,2%C,1.12,2.0,0.0,1.87,21.41,17.857142857142858,0.4654811850908842,0.742186065417286,Yes,Yes
523,S.S.STEEL LIMITED,2023,0.05,0,0.0,0,21.5,0.0,17.59,0,2%C,1.2,2.0,0.0,0.05,21.5,16.666666666666668,0.4654811850908842,0.742186065417286,Yes,Yes
524,S.S.STEEL LIMITED,2024,0.17,0,0.0,0,21.69,0.0,55.45,0,2%C,1.9,2.0,0.0,0.17,21.69,10.526315789473685,0.4654811850908842,0.742186065417286,Yes,Yes
525,SALVO CHEMICAL INDUSTRY LTD.,2020,0.3,0,0.0,0,12.46,0.0,19.74,0,1%C,0.99,1.0,0.0,0.3,12.46,10.101010101010102,0.8943796156617244,0.6987012236471118,Yes,Yes
526,SALVO CHEMICAL INDUSTRY LTD.,2021,0.34,0,0.0,0,12.69,0.0,22.0,0,2%C,0.6,2.0,0.0,0.34,12.69,33.333333333333336,0.8943796156617244,0.6987012236471118,Yes,Yes
527,SALVO CHEMICAL INDUSTRY LTD.,2022,1.98,0,0.0,0,14.58,0.0,129.03,0,10%C,1.47,10.0,0.0,1.98,14.58,68.02721088435374,0.8943796156617244,0.6987012236471118,Yes,Yes
528,SALVO CHEMICAL INDUSTRY LTD.,2023,1.49,0,0.0,0,14.92,0.0,96.61,0,5%C,0.81,5.0,0.0,1.49,14.92,61.72839506172839,0.8943796156617244,0.6987012236471118,Yes,Yes
529,SALVO CHEMICAL INDUSTRY LTD.,2024,1.66,0,0.0,0,16.24,0.0,107.94,0,2.5%C,0.53,2.5,0.0,1.66,16.24,47.16981132075471,0.8943796156617244,0.6987012236471118,Yes,Yes
530,SHAHJALAL ISLAMI BANK PLC.,2020,1.95,0,0.0,0,18.33,0.0,1913.44,0,"7%C,5%B",3.06,7.0,5.0,1.8525,17.4135,21.73202614379085,-0.33202771785293456,-0.9188843152869643,No,No
531,SHAHJALAL ISLAMI BANK PLC.,2021,2.52,0,0.0,0,19.27,0.0,2591.54,0,"10%C,5%B",4.59,10.0,5.0,2.394,18.3065,20.697167755991284,-0.33202771785293456,-0.9188843152869643,No,No
532,SHAHJALAL ISLAMI BANK PLC.,2022,3.31,0,0.0,0,20.32,0.0,3580.35,0,"12%C,3%B",6.38,12.0,3.0,3.2107,19.7104,18.244514106583072,-0.33202771785293456,-0.9188843152869643,No,No
533,SHAHJALAL ISLAMI BANK PLC.,2023,3.22,0,0.0,0,21.38,0.0,3581.55,0,14%C,7.57,14.0,0.0,3.22,21.38,18.494055482166445,-0.33202771785293456,-0.9188843152869643,No,No
534,SHAHJALAL ISLAMI BANK PLC.,2024,1.52,0,0.0,0,21.09,0.0,1693.35,0,10%C,5.56,10.0,0.0,1.52,21.09,17.98561151079137,-0.33202771785293456,-0.9188843152869643,No,No
535,SHAHJIBAZAR POWER CO. LTD.,2020,4.47,0,0.0,0,34.94,0.0,760.38,0,"28%C,2%B",3.89,28.0,2.0,4.380599999999999,34.2412,70.53984575835476,0.7751642825637147,-0.4832580210597784,Yes,No
536,SHAHJIBAZAR POWER CO. LTD.,2021,6.53,0,0.0,0,38.05,0.0,1127.36,0,"28%C,4%B",3.81,28.0,4.0,6.268800000000001,36.528,70.55118110236222,0.7751642825637147,-0.4832580210597784,Yes,No
537,SHAHJIBAZAR POWER CO. LTD.,2022,4.3,0,0.0,0,38.19,0.0,772.49,0,"16%C,4%B",2.13,16.0,4.0,4.128,36.6624,72.11267605633803,0.7751642825637147,-0.4832580210597784,Yes,No
538,SHAHJIBAZAR POWER CO. LTD.,2023,1.52,0,0.0,0,36.71,0.0,283.51,0,11%C,1.64,11.0,0.0,1.52,36.71,67.07317073170732,0.7751642825637147,-0.4832580210597784,Yes,No
539,SHAHJIBAZAR POWER CO. LTD.,2024,2.31,0,0.0,0,37.92,0.0,431.35,0,12%C,1.79,12.0,0.0,2.31,37.92,67.0391061452514,0.7751642825637147,-0.4832580210597784,Yes,No
540,SHASHA DENIMS PLC.,2020,2.15,0,0.0,0,43.48,0.0,289.31,0,"5%C,5%B",2.31,5.0,5.0,2.0425,41.306,20.56277056277056,-0.7029227706962741,-0.5569506851871298,No,No
541,SHASHA DENIMS PLC.,2021,1.02,0,0.0,0,41.97,0.0,143.23,0,10%C,3.91,10.0,0.0,1.02,41.97,25.575447570332482,-0.7029227706962741,-0.5569506851871298,No,No
542,SHASHA DENIMS PLC.,2022,-5.75,0,0.0,0,40.23,0.0,-811.55,0,10%C,3.48,10.0,0.0,-5.75,40.23,28.735632183908045,-0.7029227706962741,-0.5569506851871298,No,No
543,SHASHA DENIMS PLC.,2023,1.4,0,0.0,0,40.57,0.0,197.87,0,10%C,3.68,10.0,0.0,1.4,40.57,27.173913043478258,-0.7029227706962741,-0.5569506851871298,No,No
544,SHASHA DENIMS PLC.,2024,1.77,0,0.0,0,41.26,0.0,249.94,0,10%C,4.69,10.0,0.0,1.77,41.26,21.321961620469082,-0.7029227706962741,-0.5569506851871298,No,No
545,SHEPHERD INDUSTRIES PLC,2020,-0.15,0,0.0,0,15.79,0.0,-23.03,0,1%C,0.66,1.0,0.0,-0.15,15.79,15.151515151515152,0.9225389299879422,0.5205666229712196,Yes,Yes
546,SHEPHERD INDUSTRIES PLC,2021,-1.03,0,0.0,0,14.67,0.0,-154.96,0,"2.5%C,2.5%B",1.62,2.5,2.5,-1.00425,14.30325,15.046296296296296,0.9225389299879422,0.5205666229712196,Yes,Yes
547,SHEPHERD INDUSTRIES PLC,2022,1.18,0,0.0,0,15.25,0.0,181.49,0,10%C,3.79,10.0,0.0,1.18,15.25,26.385224274406333,0.9225389299879422,0.5205666229712196,Yes,Yes
548,SHEPHERD INDUSTRIES PLC,2023,0.39,0,0.0,0,15.16,0.0,59.91,0,5%C,2.05,5.0,0.0,0.39,15.16,24.39024390243903,0.9225389299879422,0.5205666229712196,Yes,Yes
549,SHEPHERD INDUSTRIES PLC,2024,-1.51,0,0.0,0,13.41,0.0,-233.02,0,1%C,0.78,1.0,0.0,-1.51,13.41,12.820512820512823,0.9225389299879422,0.5205666229712196,Yes,Yes
550,SHINEPUKUR CERAMICS LIMITED,2020,0.21,0,0.0,0,29.09,0.0,31.59,0,2%C,2.5,2.0,0.0,0.21,29.09,8.0,0.6707650824276268,0.9432163799074117,Yes,Yes
551,SHINEPUKUR CERAMICS LIMITED,2021,0.32,0,0.0,0,30.63,0.0,46.38,0,2.5%C,0.97,2.5,0.0,0.32,30.63,25.773195876288664,0.6707650824276268,0.9432163799074117,Yes,Yes
552,SHINEPUKUR CERAMICS LIMITED,2022,0.39,0,0.0,0,31.53,0.0,57.98,0,3%C,0.58,3.0,0.0,0.39,31.53,51.724137931034484,0.6707650824276268,0.9432163799074117,Yes,Yes
553,SHINEPUKUR CERAMICS LIMITED,2023,0.41,0,0.0,0,31.37,0.0,59.69,0,3%C,0.69,3.0,0.0,0.41,31.37,43.47826086956522,0.6707650824276268,0.9432163799074117,Yes,Yes
554,SHINEPUKUR CERAMICS LIMITED,2024,0.16,0,0.0,0,31.22,0.0,22.89,0,2%C,0.61,2.0,0.0,0.16,31.22,32.786885245901644,0.6707650824276268,0.9432163799074117,Yes,Yes
555,SILCO PHARMACEUTICALS LIMITED,2020,0.8,0,0.0,0,21.64,0.0,83.18,0,10%C,4.46,10.0,0.0,0.8,21.64,22.421524663677133,0.8802434347463537,-0.6342629494288182,Yes,No
556,SILCO PHARMACEUTICALS LIMITED,2021,0.82,0,0.0,0,21.85,0.0,84.65,0,10%C,3.83,10.0,0.0,0.82,21.85,26.10966057441253,0.8802434347463537,-0.6342629494288182,Yes,No
557,SILCO PHARMACEUTICALS LIMITED,2022,0.81,0,0.0,0,21.95,0.0,84.45,0,5%C,1.89,5.0,0.0,0.81,21.95,26.45502645502646,0.8802434347463537,-0.6342629494288182,Yes,No
558,SILCO PHARMACEUTICALS LIMITED,2023,0.67,0,0.0,0,22.35,0.0,69.22,0,3%C,1.24,3.0,0.0,0.67,22.35,24.193548387096772,0.8802434347463537,-0.6342629494288182,Yes,No
559,SILCO PHARMACEUTICALS LIMITED,2024,0.44,0,0.0,0,22.66,0.0,45.88,0,1%C,0.57,1.0,0.0,0.44,22.66,17.54385964912281,0.8802434347463537,-0.6342629494288182,Yes,No
560,SILVA PHARMACEUTICALS LIMITED,2020,0.87,0,0.0,0,16.1,0.0,118.94,0,5%C,2.73,5.0,0.0,0.87,16.1,18.315018315018314,0.2903613350140929,0.48584167284841956,Yes,Yes
561,SILVA PHARMACEUTICALS LIMITED,2021,0.88,0,0.0,0,16.63,0.0,119.85,0,5%C,2.54,5.0,0.0,0.88,16.63,19.685039370078737,0.2903613350140929,0.48584167284841956,Yes,Yes
562,SILVA PHARMACEUTICALS LIMITED,2022,0.75,0,0.0,0,17.03,0.0,102.26,0,3%C,0.01,3.0,0.0,0.75,17.03,3000.0,0.2903613350140929,0.48584167284841956,Yes,Yes
563,SILVA PHARMACEUTICALS LIMITED,2023,0.24,0,0.0,0,17.1,0.0,33.08,0,1%C,0.44,1.0,0.0,0.24,17.1,22.72727272727273,0.2903613350140929,0.48584167284841956,Yes,Yes
564,SILVA PHARMACEUTICALS LIMITED,2024,-0.47,0,0.0,0,16.53,0.0,-64.48,0,1%C,6.99,1.0,0.0,-0.47,16.53,1.4306151645207439,0.2903613350140929,0.48584167284841956,Yes,Yes
565,SIMTEX INDUSTRIES PLC.,2020,0.56,0,0.0,0,21.0,0.0,44.47,0,5%C,3.42,5.0,0.0,0.56,21.0,14.619883040935672,0.4844037952401095,0.8449091604239907,Yes,Yes
566,SIMTEX INDUSTRIES PLC.,2021,0.92,0,0.0,0,21.82,0.0,73.07,0,4%C,2.2,4.0,0.0,0.92,21.82,18.181818181818183,0.4844037952401095,0.8449091604239907,Yes,Yes
567,SIMTEX INDUSTRIES PLC.,2022,0.97,0,0.0,0,22.39,0.0,77.25,0,8%C,4.42,8.0,0.0,0.97,22.39,18.09954751131222,0.4844037952401095,0.8449091604239907,Yes,Yes
568,SIMTEX INDUSTRIES PLC.,2023,0.82,0,0.0,0,22.41,0.0,65.26,0,10%C,4.35,10.0,0.0,0.82,22.41,22.98850574712644,0.4844037952401095,0.8449091604239907,Yes,Yes
569,SIMTEX INDUSTRIES PLC.,2024,0.86,0,0.0,0,22.39,0.0,68.09,0,10%C,4.57,10.0,0.0,0.86,22.39,21.88183807439825,0.4844037952401095,0.8449091604239907,Yes,Yes
570,SINGER BANGLADESH LIMITED,2020,7.85,0,0.0,0,32.19,0.0,782.39,0,30%C,1.71,30.0,0.0,7.85,32.19,175.43859649122808,0.9030076525147701,0.814084941989203,Yes,Yes
571,SINGER BANGLADESH LIMITED,2021,5.2,0,0.0,0,34.06,0.0,518.47,0,60%C,3.34,60.0,0.0,5.2,34.06,179.64071856287427,0.9030076525147701,0.814084941989203,Yes,Yes
572,SINGER BANGLADESH LIMITED,2022,0.73,0,0.0,0,28.62,0.0,73.11,0,10%C,0.66,10.0,0.0,0.73,28.62,151.5151515151515,0.9030076525147701,0.814084941989203,Yes,Yes
573,SINGER BANGLADESH LIMITED,2023,5.24,0,0.0,0,34.03,0.0,522.09,0,35%C,2.3,35.0,0.0,5.24,34.03,152.17391304347828,0.9030076525147701,0.814084941989203,Yes,Yes
574,SINGER BANGLADESH LIMITED,2024,-4.91,0,0.0,0,25.81,0.0,-489.35,0,10%C,0.83,10.0,0.0,-4.91,25.81,120.48192771084338,0.9030076525147701,0.814084941989203,Yes,Yes
575,SINOBANGLA INDUSTRIES LIMITED,2020,1.31,0,0.0,0,25.69,0.0,26.21,0,5%C,1.04,5.0,0.0,1.31,25.69,48.07692307692307,0.57535799411992,0.8624943483333551,Yes,Yes
576,SINOBANGLA INDUSTRIES LIMITED,2021,1.79,0,0.0,0,26.98,0.0,35.86,0,10%C,2.0,10.0,0.0,1.79,26.98,50.0,0.57535799411992,0.8624943483333551,Yes,Yes
577,SINOBANGLA INDUSTRIES LIMITED,2022,1.81,0,0.0,0,27.87,0.0,36.11,0,"10%C,1%B",1.82,10.0,1.0,1.7919,27.5913,54.395604395604394,0.57535799411992,0.8624943483333551,Yes,Yes
578,SINOBANGLA INDUSTRIES LIMITED,2023,1.73,0,0.0,0,28.34,0.0,35.01,0,10%C,1.38,10.0,0.0,1.73,28.34,72.46376811594205,0.57535799411992,0.8624943483333551,Yes,Yes
579,SINOBANGLA INDUSTRIES LIMITED,2024,1.38,0,0.0,0,26.12,0.0,37.72,0,10%C,2.53,10.0,0.0,1.38,26.12,39.52569169960475,0.57535799411992,0.8624943483333551,Yes,Yes
580,SK TRIMS & INDUSTRIES LTD.,2020,1.82,0,0.0,0,13.8,0.0,154.15,0,15%C,2.41,15.0,0.0,1.82,13.8,62.24066390041494,0.9550664847132962,-0.919798610715471,Yes,No
581,SK TRIMS & INDUSTRIES LTD.,2021,1.14,0,0.0,0,14.1,0.0,96.41,0,5%C,1.19,5.0,0.0,1.14,14.1,42.016806722689076,0.9550664847132962,-0.919798610715471,Yes,No
582,SK TRIMS & INDUSTRIES LTD.,2022,0.9,0,0.0,0,15.24,0.0,76.33,0,4%C,1.57,4.0,0.0,0.9,15.24,25.477707006369428,0.9550664847132962,-0.919798610715471,Yes,No
583,SK TRIMS & INDUSTRIES LTD.,2023,0.94,0,0.0,0,15.57,0.0,79.75,0,3%C,1.05,3.0,0.0,0.94,15.57,28.57142857142857,0.9550664847132962,-0.919798610715471,Yes,No
584,SK TRIMS & INDUSTRIES LTD.,2024,0.54,0,0.0,0,15.65,0.0,45.59,0,1.75%C,0.7,1.75,0.0,0.54,15.65,25.000000000000007,0.9550664847132962,-0.919798610715471,Yes,No
585,SQUARE TEXTILES PLC.,2020,0.27,0,0.0,0,36.29,0.0,53.33,0,10%C,3.45,10.0,0.0,0.27,36.29,28.985507246376812,0.5252308288472505,0.6238432861368388,Yes,Yes
586,SQUARE TEXTILES PLC.,2021,3.41,0,0.0,0,38.69,0.0,671.86,0,20%C,4.21,20.0,0.0,3.41,38.69,47.50593824228029,0.5252308288472505,0.6238432861368388,Yes,Yes
587,SQUARE TEXTILES PLC.,2022,9.93,0,0.0,0,46.62,0.0,1958.56,0,35%C,7.37,35.0,0.0,9.93,46.62,47.4898236092266,0.5252308288472505,0.6238432861368388,Yes,Yes
588,SQUARE TEXTILES PLC.,2023,5.81,0,0.0,0,48.93,0.0,1145.28,0,30%C,4.44,30.0,0.0,5.81,48.93,67.56756756756756,0.5252308288472505,0.6238432861368388,Yes,Yes
589,SQUARE TEXTILES PLC.,2024,5.89,0,0.0,0,51.82,0.0,1161.85,0,32%C,6.99,32.0,0.0,5.89,51.82,45.779685264663804,0.5252308288472505,0.6238432861368388,Yes,Yes
590,STANDARD INSURANCE LIMITED,2020,2.07,0,0.0,0,19.09,0.0,89.64,0,12.5%C,2.98,12.5,0.0,2.07,19.09,41.946308724832214,0.0814457844585421,-0.35627448465773903,Yes,No
591,STANDARD INSURANCE LIMITED,2021,2.29,0,0.0,0,19.84,0.0,99.26,0,13%C,1.71,13.0,0.0,2.29,19.84,76.0233918128655,0.0814457844585421,-0.35627448465773903,Yes,No
592,STANDARD INSURANCE LIMITED,2022,2.35,0,0.0,0,20.77,0.0,101.73,0,13%C,2.71,13.0,0.0,2.35,20.77,47.97047970479705,0.0814457844585421,-0.35627448465773903,Yes,No
593,STANDARD INSURANCE LIMITED,2023,2.11,0,0.0,0,20.89,0.0,91.47,0,10%C,1.92,10.0,0.0,2.11,20.89,52.083333333333336,0.0814457844585421,-0.35627448465773903,Yes,No
594,STANDARD INSURANCE LIMITED,2024,2.31,0,0.0,0,21.27,0.0,100.03,0,10%C,3.39,10.0,0.0,2.31,21.27,29.49852507374631,0.0814457844585421,-0.35627448465773903,Yes,No
595,SUMMIT ALLIANCE PORT LIMITED,2020,0.84,0,0.0,0,33.84,0.0,195.02,0,"8%C,2%B",4.82,8.0,2.0,0.8231999999999999,33.1632,16.265560165975103,0.35302850399516184,0.49145821302909615,Yes,Yes
596,SUMMIT ALLIANCE PORT LIMITED,2021,0.79,0,0.0,0,33.52,0.0,188.3,0,10%C,3.69,10.0,0.0,0.79,33.52,27.10027100271003,0.35302850399516184,0.49145821302909615,Yes,Yes
597,SUMMIT ALLIANCE PORT LIMITED,2022,1.19,0,0.0,0,34.34,0.0,282.08,0,15%C,5.07,15.0,0.0,1.19,34.34,29.585798816568044,0.35302850399516184,0.49145821302909615,Yes,Yes
598,SUMMIT ALLIANCE PORT LIMITED,2023,1.22,0,0.0,0,33.11,0.0,289.87,0,12%C,4.15,12.0,0.0,1.22,33.11,28.915662650602407,0.35302850399516184,0.49145821302909615,Yes,Yes
599,SUMMIT ALLIANCE PORT LIMITED,2024,1.75,0,0.0,0,33.71,0.0,413.63,0,15%C,5.84,15.0,0.0,1.75,33.71,25.684931506849317,0.35302850399516184,0.49145821302909615,Yes,Yes
600,SUMMIT POWER LIMITED,2020,5.17,0,0.0,0,31.5,0.0,5525.4,0,35%C,9.97,35.0,0.0,5.17,31.5,35.10531594784353,0.5412308454617284,-0.7314178986496751,Yes,No
601,SUMMIT POWER LIMITED,2021,5.25,0,0.0,0,34.45,0.0,5605.24,0,35%C,7.94,35.0,0.0,5.25,34.45,44.08060453400503,0.5412308454617284,-0.7314178986496751,Yes,No
602,SUMMIT POWER LIMITED,2022,3.87,0,0.0,0,35.72,0.0,4129.18,0,20%C,5.33,20.0,0.0,3.87,35.72,37.5234521575985,0.5412308454617284,-0.7314178986496751,Yes,No
603,SUMMIT POWER LIMITED,2023,2.07,0,0.0,0,38.02,0.0,2207.19,0,10%C,2.93,10.0,0.0,2.07,38.02,34.129692832764505,0.5412308454617284,-0.7314178986496751,Yes,No
604,SUMMIT POWER LIMITED,2024,3.13,0,0.0,0,41.44,0.0,3347.34,0,10%C,4.72,10.0,0.0,3.13,41.44,21.186440677966104,0.5412308454617284,-0.7314178986496751,Yes,No
605,TAMIJUDDIN TEXTILE MILLS PLC,2020,1.18,0,0.0,0,80.5,0.0,35.53,0,10%C,8.55,10.0,0.0,1.18,80.5,11.695906432748536,0.6796734026925537,0.7058568494258612,Yes,Yes
606,TAMIJUDDIN TEXTILE MILLS PLC,2021,2.05,0,0.0,0,82.3,0.0,61.78,0,20%C,4.49,20.0,0.0,2.05,82.3,44.54342984409799,0.6796734026925537,0.7058568494258612,Yes,Yes
607,TAMIJUDDIN TEXTILE MILLS PLC,2022,6.61,0,0.0,0,87.02,0.0,198.74,0,30%C,6.74,30.0,0.0,6.61,87.02,44.510385756676556,0.6796734026925537,0.7058568494258612,Yes,Yes
608,TAMIJUDDIN TEXTILE MILLS PLC,2023,6.64,0,0.0,0,90.77,0.0,199.76,0,20%C,0.96,20.0,0.0,6.64,90.77,208.33333333333334,0.6796734026925537,0.7058568494258612,Yes,Yes
609,TAMIJUDDIN TEXTILE MILLS PLC,2024,6.7,0,0.0,0,96.79,0.0,201.41,0,21%C,1.75,21.0,0.0,6.7,96.79,120.0,0.6796734026925537,0.7058568494258612,Yes,Yes
610,THE ACME LABORATORIES LTD.,2020,6.85,0,0.0,0,90.0,0.0,1450.5,0,25%C,3.94,25.0,0.0,6.85,90.0,63.45177664974619,0.4548523348672599,0.2590240226080353,Yes,Yes
611,THE ACME LABORATORIES LTD.,2021,7.42,0,0.0,0,95.04,0.0,1569.23,0,25%C,3.39,25.0,0.0,7.42,95.04,73.74631268436578,0.4548523348672599,0.2590240226080353,Yes,Yes
612,THE ACME LABORATORIES LTD.,2022,9.98,0,0.0,0,102.5,0.0,2110.89,0,30%C,3.37,30.0,0.0,9.98,102.5,89.02077151335311,0.4548523348672599,0.2590240226080353,Yes,Yes
613,THE ACME LABORATORIES LTD.,2023,10.89,0,0.0,0,110.09,0.0,2303.59,0,33%C,3.83,33.0,0.0,10.89,110.09,86.16187989556137,0.4548523348672599,0.2590240226080353,Yes,Yes
614,THE ACME LABORATORIES LTD.,2024,11.61,0,0.0,0,118.39,0.0,2456.18,0,35%C,5.11,35.0,0.0,11.61,118.39,68.4931506849315,0.4548523348672599,0.2590240226080353,Yes,Yes
615,THE IBN SINA PHARMACEUTICALS INDUSTRY PLC,2020,12.56,0,0.0,0,56.88,0.0,392.53,0,38.5%C,1.72,38.5,0.0,12.56,56.88,223.8372093023256,0.6078843508800917,0.393961545791066,Yes,Yes
616,THE IBN SINA PHARMACEUTICALS INDUSTRY PLC,2021,15.66,0,0.0,0,68.69,0.0,489.12,0,47%C,1.91,47.0,0.0,15.66,68.69,246.07329842931932,0.6078843508800917,0.393961545791066,Yes,Yes
617,THE IBN SINA PHARMACEUTICALS INDUSTRY PLC,2022,19.39,0,0.0,0,83.36,0.0,605.67,0,60%C,2.02,60.0,0.0,19.39,83.36,297.029702970297,0.6078843508800917,0.393961545791066,Yes,Yes
618,THE IBN SINA PHARMACEUTICALS INDUSTRY PLC,2023,19.38,0,0.0,0,96.68,0.0,605.42,0,60%C,2.13,60.0,0.0,19.38,96.68,281.69014084507046,0.6078843508800917,0.393961545791066,Yes,Yes
619,THE IBN SINA PHARMACEUTICALS INDUSTRY PLC,2024,21.46,0,0.0,0,111.94,0.0,670.52,0,63%C,2.57,63.0,0.0,21.46,111.94,245.13618677042803,0.6078843508800917,0.393961545791066,Yes,Yes
