Name,Performance Year,Basic EPS Based On Continuous operations,Basic EPS Based On Including Extra-Ordinary Income,Basic EPS (restated) Based On Continuous operations,Basic EPS (restated) Based On Including Extra-Ordinary Income,Net Asset Value Per Share,Restated Net Asset Value Per Share,Net Profit After Tax Continuous operations (mn),Net Profit After Tax Including Extra-Ordinary Income (mn),% Dividend,% Dividend Yield
MIR AKHTER HOSSAIN LTD.,2020,3.75,0,3.11,0,38.46,42.2,375.01,0,,0
MIRACLE INDUSTRIES LIMITED,2024,-2.86,0,0,0,13.62,0,-100.66,0,,0
MIRACLE INDUSTRIES LIMITED,2023,-2.47,0,0,0,17.46,0,-87.13,0,,0
MIRACLE INDUSTRIES LIMITED,2022,-3.79,0,0,0,19.94,0,-133.5,0,,0
MIRACLE INDUSTRIES LIMITED,2021,-1.85,0,0,0,30.41,0,-65.14,0,,0
MIRACLE INDUSTRIES LIMITED,2020,-3.62,0,0,0,31.93,0,-127.36,0,1%C,0.58
MITHUN KNITTING AND DYEING (CEPZ) LTD.,2024,0,0,0,0,0,0,0,0,,0
MITHUN KNITTING AND DYEING (CEPZ) LTD.,2023,0,0,0,0,0,0,0,0,,0
MITHUN KNITTING AND DYEING (CEPZ) LTD.,2022,0,0,0,0,0,0,0,0,,0
MITHUN KNITTING AND DYEING (CEPZ) LTD.,2021,0,0,0,0,3.18,0,0,0,,0
MITHUN KNITTING AND DYEING (CEPZ) LTD.,2018,-2.24,0,0,0,19.75,0,-72.72,0,,0
MJL BANGLADESH PLC,2024,8.71,0,0,0,48.03,0,2766.32,0,52%C,6.62
MJL BANGLADESH PLC,2023,8.73,0,0,0,44.27,0,2769,0,50%C,5.82
MJL BANGLADESH PLC,2022,6.36,0,0,0,40.55,0,1883.08,0,50%C,5.45
MJL BANGLADESH PLC,2021,7.53,0,0,0,39.69,0,2385.33,0,55%C,6.61
MJL BANGLADESH PLC,2020,5.52,0,0,0,36.66,0,1845.36,0,45%C,6.96
MONNO CERAMIC INDUSTRIES LTD.,2024,0.39,0,0,0,79.99,0,14.65,0,1%C,0.13
MONNO CERAMIC INDUSTRIES LTD.,2023,2.91,0,0,0,80.29,0,109.67,0,10%C,0.89
MONNO CERAMIC INDUSTRIES LTD.,2022,1.03,0,0,0,83.01,0,38.93,0,10%C,0.97
MONNO CERAMIC INDUSTRIES LTD.,2021,0.9,0,0,0,57.37,0,33.91,0,10%C,0.85
MONNO CERAMIC INDUSTRIES LTD.,2020,0.5,0,0,0,59.5,0,18.1,0,"5%C,5%B",0.39
MONNO FABRICS LIMITED,2024,0.09,0,0,0,25.41,0,10.68,0,1%C,0.58
MONNO FABRICS LIMITED,2023,0.1,0,0,0,25.42,0,11.71,0,1%C,0.41
MONNO FABRICS LIMITED,2022,0.12,0,0,0,25.37,0,14.11,0,2%C,0.72
MONNO FABRICS LIMITED,2021,0.06,0,0,0,27.37,0,6.46,0,,0
MONNO FABRICS LIMITED,2020,0.11,0,0,0,27.3,0,12.25,0,,0
MONOSPOOL BANGLADESH PLC,2024,2.98,0,0,0,42.49,0,101.77,0,12%C,0.63
MONOSPOOL BANGLADESH PLC,2023,8.27,0,0,0,52.17,0,77.65,0,"15%C,10%B",0.34
MONOSPOOL BANGLADESH PLC,2022,5.45,0,0,0,44.88,0,51.16,0,10%C,0.59
MONOSPOOL BANGLADESH PLC,2021,1.23,0,0,0,40.43,0,11.51,0,10%C,0.62
MONOSPOOL BANGLADESH PLC,2020,5.56,0,0,0,125.61,0,16.94,0,"9%C,5%B",1.78
MOZAFFAR HOSSAIN SPINNING MILLS LIMITED,2024,0.82,0,0,0,19.99,0,82.62,0,3%C,1.96
MOZAFFAR HOSSAIN SPINNING MILLS LIMITED,2023,0.22,0,0,0,19.29,0,22.66,0,2%C,0.75
MOZAFFAR HOSSAIN SPINNING MILLS LIMITED,2022,1.92,0,0,0,19.9,0,193.95,0,6%C,2.05
MOZAFFAR HOSSAIN SPINNING MILLS LIMITED,2021,0.52,0,0,0,18.16,0,52.43,0,3%C,1.6
MOZAFFAR HOSSAIN SPINNING MILLS LIMITED,2020,-1.19,0,0,0,14.01,0,-119.84,0,1%C,1.28
MUTUAL TRUST BANK PLC.,2024,3.22,0,0,0,25.94,0,3166.52,0,10%B,0
MUTUAL TRUST BANK PLC.,2023,2.91,0,0,0,24.52,0,2859.88,0,10%C,6.13
MUTUAL TRUST BANK PLC.,2022,2.65,0,0,0,23.87,0,2369.16,0,10%B,0
MUTUAL TRUST BANK PLC.,2021,3.66,0,0,0,24.19,0,2973.2,0,10%B,0
MUTUAL TRUST BANK PLC.,2020,1.31,0,0,0,23.03,0,970.39,0,10%B,0
NAHEE ALUMINUM COMPOSITE PANEL PLC.,2024,0.68,0,0,0,19.48,0,46.32,0,4%C,1.24
NAHEE ALUMINUM COMPOSITE PANEL PLC.,2023,0.8,0,0,0,19.06,0,54.07,0,2.5%C,0.39
NAHEE ALUMINUM COMPOSITE PANEL PLC.,2022,2.88,0,0,0,19.26,0,196.77,0,10%C,1.5
NAHEE ALUMINUM COMPOSITE PANEL PLC.,2021,2.15,0,0,0,17.38,0,146.98,0,10%C,2.25
NAHEE ALUMINUM COMPOSITE PANEL PLC.,2020,2.47,0,0,0,17.09,0,157.97,0,"8%C,7%B",1.7
NATIONAL BANK LIMITED,2023,-4.65,0,0,0,7.3,0,-14972.51,0,,0
NATIONAL BANK LIMITED,2022,-10.13,0,0,0,13,0,-32608.6,0,,0
NATIONAL BANK LIMITED,2021,0.12,0,0,0,16.13,0,381.58,0,,0
NATIONAL BANK LIMITED,2019,1.41,0,0,0,16.68,0,4123.21,0,"5%C,5%B",6.17
NATIONAL BANK LIMITED,2018,1.45,0,0,0,16.77,0,3856.68,0,10%B,0
NATIONAL CREDIT AND COMMERCE BANK PLC.,2024,2.1,0,0,0,22.37,0,2326.78,0,13%C,12.04
NATIONAL CREDIT AND COMMERCE BANK PLC.,2023,2.07,0,0,0,21.82,0,2297.69,0,12%C,9.02
NATIONAL CREDIT AND COMMERCE BANK PLC.,2022,2.44,0,0,0,16.73,0,1933.29,0,"7.5%C,4.5%B",4.26
NATIONAL CREDIT AND COMMERCE BANK PLC.,2021,2.46,0,0,0,21.95,0,2504.7,0,"12%C,4%B",7.84
NATIONAL CREDIT AND COMMERCE BANK PLC.,2020,2.36,0,0,0,22.15,0,2233.88,0,"7.5%C,7.5%B",5.68
NATIONAL FEED MILL LIMITED,2024,-0.71,0,0,0,11.07,0,-66.56,0,,0
NATIONAL FEED MILL LIMITED,2023,0.02,0,0,0,11.78,0,1.87,0,,0
NATIONAL FEED MILL LIMITED,2022,0.08,0,0,0,11.75,0,7.66,0,1%C,0.55
NATIONAL FEED MILL LIMITED,2021,0.18,0,0,0,11.87,0,16.8,0,1%B,0
NATIONAL FEED MILL LIMITED,2020,0.17,0,0,0,12.76,0,14.72,0,"2%C,8%B",2.3
NATIONAL HOUSING FINANCE PLC.,2023,1.03,0,0,0,18.93,0,120.63,0,10%C,2.39
NATIONAL HOUSING FINANCE PLC.,2022,2.25,0,0,0,19.4,0,263.14,0,15%C,3.59
NATIONAL HOUSING FINANCE PLC.,2021,2.23,0,0,0,18.65,0,261.29,0,15%C,3.02
NATIONAL HOUSING FINANCE PLC.,2020,2.75,0,0,0,17.91,0,321.39,0,15%C,3.73
NATIONAL HOUSING FINANCE PLC.,2019,2.02,0,0,0,16.17,0,236.81,0,10%C,3.13
NATIONAL LIFE INSURANCE PLC,2023,4.23,0,0,0,51.02,0,458.61,0,38%C,2.11
NATIONAL LIFE INSURANCE PLC,2022,5.78,0,0,0,68.22,0,627.48,0,38%C,2.12
NATIONAL LIFE INSURANCE PLC,2021,3.84,0,0,0,52.65,0,416.33,0,35%C,1.59
NATIONAL LIFE INSURANCE PLC,2020,3.76,0,0,0,48.27,0,408.1,0,32%C,1.26
NATIONAL LIFE INSURANCE PLC,2019,0,0,0,0,0,0,0,0,28%C,1
NATIONAL POLYMER INDUSTRIES PLC,2024,2.27,0,0,0,30.63,0,165.94,0,10.5%C,2.69
NATIONAL POLYMER INDUSTRIES PLC,2023,2.09,0,0,0,29.71,0,152.59,0,10.5%C,2.03
NATIONAL POLYMER INDUSTRIES PLC,2022,2.92,0,0,0,28.62,0,213.13,0,10.5%C,1.97
NATIONAL POLYMER INDUSTRIES PLC,2021,2.82,0,0,0,30.49,0,182.36,0,10%C,1.74
NATIONAL POLYMER INDUSTRIES PLC,2020,4.12,0,0,0,35.87,0,150.26,0,15%C,2.65
NATIONAL TEA COMPANY LIMITED,2023,-96.24,0,0,0,-48.19,0,-635.16,0,,0
NATIONAL TEA COMPANY LIMITED,2022,-34.47,0,0,0,48.79,0,-227.53,0,7.5%C,0.11
NATIONAL TEA COMPANY LIMITED,2021,-31.68,0,0,0,84.27,0,-209.11,0,10%C,0.17
NATIONAL TEA COMPANY LIMITED,2020,-55.71,0,0,0,116.75,0,-367.68,0,5%C,0.1
NATIONAL TEA COMPANY LIMITED,2019,20.67,0,0,0,174.66,0,136.4,0,22%C,0.3
NAVANA CNG LIMITED,2024,0.09,0,0,0,31.27,0,6.97,0,10%C,0.46
NAVANA CNG LIMITED,2023,0.13,0,0,0,31.75,0,10.09,0,10%C,3.69
NAVANA CNG LIMITED,2022,0.16,0,0,0,33.49,0,11.19,0,"5%C, 5%B",1.62
NAVANA CNG LIMITED,2021,0.22,0,0,0,35.28,0,14.92,0,"5%C,5%B",0.5
NAVANA CNG LIMITED,2020,0.9,0,0,0,35.63,0,61.87,0,10%C,3.03
NAVANA PHARMACEUTICALS PLC.,2024,3.77,0,0,0,42.46,0,404.63,0,14%C,1.59
NAVANA PHARMACEUTICALS PLC.,2023,3.59,0,0,0,40.71,0,356.94,0,13%C,1.11
NAVANA PHARMACEUTICALS PLC.,2022,3.42,0,0,0,43.41,0,274,0,11%C,0
NAVANA PHARMACEUTICALS PLC.,2021,2.52,0,1.88,0,41.19,37.74,202.29,0,,0
NCCBL MUTUAL FUND-1,2023,0.61,0,0,0,10.97,0,65.93,0,4.5%C,5.23
NCCBL MUTUAL FUND-1,2022,0.42,0,0,0,11.43,0,45.5,0,6%C,8.45
NCCBL MUTUAL FUND-1,2021,1.4,0,0,0,12.83,0,151.59,0,12%C,13.79
NCCBL MUTUAL FUND-1,2020,1.12,0,0,0,11.81,0,121.62,0,7.25%C,8.15
NCCBL MUTUAL FUND-1,2018,0.65,0,0,0,11.06,0,70.96,0,6%C,8.7
NEW LINE CLOTHINGS LIMITED,2021,1.63,0,0,0,24.02,0,127.95,0,12.25%C,3.95
NEW LINE CLOTHINGS LIMITED,2020,1.14,0,0,0,23.83,0,84.98,0,"5%C,5%B",3.88
NEW LINE CLOTHINGS LIMITED,2019,1.12,0,0,0,24.55,0,78.51,0,"3%C,7%B",1.25
NEW LINE CLOTHINGS LIMITED,2018,1.9,0,1.08,0,33.46,19.1,75.76,0,,0
NEW LINE CLOTHINGS LIMITED,2017,1.85,0,0,0,31.63,0,73.95,0,,0
NITOL INSURANCE COMPANY LIMITED,2023,1.48,0,0,0,30.42,0,59.4,0,10.5%C,2.82
NITOL INSURANCE COMPANY LIMITED,2022,2.13,0,0,0,30.04,0,85.67,0,11%C,2.64
NITOL INSURANCE COMPANY LIMITED,2021,2.93,0,0,0,29.16,0,117.72,0,12.5%C,2.04
NITOL INSURANCE COMPANY LIMITED,2020,2.84,0,0,0,27.23,0,114.34,0,10%C,1.57
NITOL INSURANCE COMPANY LIMITED,2019,3.22,0,0,0,25.89,0,129.54,0,15%C,5.23
NORTHERN ISLAMI INSURANCE PLC.,2023,1.83,0,0,0,23.99,0,77.92,0,10%C,2.43
NORTHERN ISLAMI INSURANCE PLC.,2022,1.8,0,0,0,23.16,0,76.75,0,10%C,2.53
NORTHERN ISLAMI INSURANCE PLC.,2021,1.76,0,0,0,21,0,75.07,0,10%C,1.86
NORTHERN ISLAMI INSURANCE PLC.,2020,1.74,0,0,0,20.24,0,74.3,0,10%C,2.11
NORTHERN ISLAMI INSURANCE PLC.,2019,1.72,0,0,0,19.49,0,73.53,0,10%C,3.97
NRB BANK PLC.,2023,1.35,0,0,0,13.78,0,794.37,0,10%C,0
NRB BANK PLC.,2022,0.94,0,0,0,13.14,0,553.08,0,,0
NRBC BANK PLC.,2023,2.4,0,0,0,17.58,0,1989.8,0,11%C,6.47
NRBC BANK PLC.,2022,2.44,0,0,0,16.73,0,1933.29,0,"7.5%C, 4.5%B",4.25
NRBC BANK PLC.,2021,3.07,0,0,0,16.25,0,2263.54,0,"7.5%C,7.5%B",2.85
NRBC BANK PLC.,2020,1.96,0,0,0,14,0,1380.36,0,"7.5%C,5%B",0
NRBC BANK PLC.,2019,2.02,0,1.64,0,14.36,13.38,1153.04,0,"9%C,2%B",0
NURANI DYEING & SWEATER LIMITED,2020,-0.41,0,0,0,11.23,0,-45.99,0,10%B,0
NURANI DYEING & SWEATER LIMITED,2019,1.18,0,0,0,12.8,0,119.97,0,10%B,0
NURANI DYEING & SWEATER LIMITED,2018,1.5,0,0,0,13.1,0,137.05,0,"2%C,11%B",1.42
NURANI DYEING & SWEATER LIMITED,2017,1.15,0,0,0,12.76,0,53.91,0,10%B,0
NURANI DYEING & SWEATER LIMITED,2016,0.37,0,0,0,0,0,14.96,0,-,0
OIMEX ELECTRODE LIMITED,2024,0.78,0,0,0,3.52,0,55.48,0,3%C,1.28
OIMEX ELECTRODE LIMITED,2023,-0.82,0,0,0,2.92,0,-55.31,0,,0
OIMEX ELECTRODE LIMITED,2022,-1.65,0,0,0,11.72,0,-110.84,0,1%C,0.54
OIMEX ELECTRODE LIMITED,2021,0.08,0,0,0,13.38,0,5.49,0,,0
OIMEX ELECTRODE LIMITED,2020,0.51,0,0,0,13.96,0,32.54,0,5%B,0
OLYMPIC ACCESSORIES LTD.,2024,-0.81,0,0,0,10.25,0,-136.92,0,,0
OLYMPIC ACCESSORIES LTD.,2023,-2.33,0,0,0,11.05,0,-394.49,0,,0
OLYMPIC ACCESSORIES LTD.,2022,-0.19,0,0,0,13.38,0,-31.72,0,,0
OLYMPIC ACCESSORIES LTD.,2021,-0.33,0,0,0,13.64,0,-56.17,0,1%C,0.67
OLYMPIC ACCESSORIES LTD.,2020,-0.52,0,0,0,13.98,0,-87.52,0,,0
OLYMPIC INDUSTRIES PLC.,2024,9.17,0,0,0,53.29,0,1834.06,0,10%C,0.77
OLYMPIC INDUSTRIES PLC.,2023,7.78,0,0,0,50.12,0,1556.24,0,60%C,3.9
OLYMPIC INDUSTRIES PLC.,2022,6.03,0,0,0,46.84,0,1205.15,0,45%C,3.63
OLYMPIC INDUSTRIES PLC.,2021,10.19,0,0,0,46.21,0,2037.36,0,54%C,3.18
OLYMPIC INDUSTRIES PLC.,2020,10.13,0,0,0,41.22,0,2024.95,0,52%C,3.46
ONE BANK PLC.,2023,1.33,0,0,0,19.09,0,130.87,0,"3.5%C,3.5%B",3.61
ONE BANK PLC.,2022,1.59,0,0,0,19.15,0,1556.77,0,5%B,0
ONE BANK PLC.,2021,0.9,0,0,0,18.96,0,844.12,0,5%B,0
ONE BANK PLC.,2020,1.57,0,0,0,19.31,0,1393.59,0,"6%C,5.5%B",5.66
ONE BANK PLC.,2019,1.91,0,0,0,19.12,0,1609.99,0,"5%C,5%B",4.85
ORION INFUSION LIMITED,2024,2.08,0,0,0,15.45,0,42.33,0,12%C,0.25
ORION INFUSION LIMITED,2023,2.06,0,0,0,14.32,0,41.9,0,10%C,0.32
ORION INFUSION LIMITED,2022,2.1,0,0,0,14.22,0,42.82,0,20%C,2.29
ORION INFUSION LIMITED,2021,1.37,0,0,0,13.1,0,27.88,0,10%C,1.46
ORION INFUSION LIMITED,2020,1.46,0,0,0,12.66,0,29.7,0,10%C,1.39
ORION PHARMA LIMITED,2024,1.36,0,0,0,92.05,0,318.12,0,10%C,1.44
ORION PHARMA LIMITED,2023,2.74,0,0,0,88.99,0,640.94,0,10%C,1.26
ORION PHARMA LIMITED,2022,3.62,0,0,0,82.53,0,846.08,0,10%C,1.14
ORION PHARMA LIMITED,2021,4.01,0,0,0,79.76,0,939.06,0,12%C,2.23
ORION PHARMA LIMITED,2020,2.84,0,0,0,76.77,0,665.69,0,10%C,2.38
PACIFIC DENIMS LIMITED,2023,0.12,0,0,0,13.58,0,22.69,0,1%C,0.96
PACIFIC DENIMS LIMITED,2022,0.19,0,0,0,13.52,0,34.95,0,1%C,0.83
PACIFIC DENIMS LIMITED,2021,0.22,0,0,0,13.54,0,40.09,0,"1%C,1%B",0.76
PACIFIC DENIMS LIMITED,2020,0.54,0,0,0,14.65,0,88.4,0,10%B,0
PACIFIC DENIMS LIMITED,2019,1.48,0,0,0,16.08,0,214.05,0,14%B,0
PADMA ISLAMI LIFE INSURANCE LIMITED,2023,0,0,0,0,0,0,0,0,,0
PADMA ISLAMI LIFE INSURANCE LIMITED,2022,0,0,0,0,0,0,0,0,,0
PADMA ISLAMI LIFE INSURANCE LIMITED,2021,0,0,0,0,0,0,0,0,2%C,0.42
PADMA ISLAMI LIFE INSURANCE LIMITED,2020,0,0,0,0,0,0,0,0,,0
PADMA ISLAMI LIFE INSURANCE LIMITED,2019,0,0,0,0,0,0,0,0,,0
PADMA OIL PLC.,2024,41.59,0,0,0,231.56,0,4085.89,0,140%C,7.65
PADMA OIL PLC.,2023,35.58,0,0,0,203.46,0,3495.29,0,135%C,6.47
PADMA OIL PLC.,2022,24.47,0,0,0,180.38,0,2403.8,0,125%C,5.84
PADMA OIL PLC.,2021,23.27,0,0,0,168.41,0,2286.03,0,125%C,6.13
PADMA OIL PLC.,2020,27.79,0,0,0,157.64,0,2729.64,0,125%C,7.52
PARAMOUNT INSURANCE PLC.,2024,2.23,0,0,0,27.26,0,90.57,0,10%C,2.42
PARAMOUNT INSURANCE PLC.,2023,1.73,0,0,0,26.56,0,70.49,0,10%C,1.94
PARAMOUNT INSURANCE PLC.,2022,1.87,0,0,0,25.81,0,76.03,0,10%C,2.25
PARAMOUNT INSURANCE PLC.,2021,3.03,0,0,0,25.25,0,123.07,0,10%C,1.36
PARAMOUNT INSURANCE PLC.,2020,5.38,0,0,0,26.62,0,182.29,0,20%B,0
PARAMOUNT TEXTILE PLC.,2024,6.62,0,0,0,41.72,0,1077.7,0,"5%C,10%B",0.68
PARAMOUNT TEXTILE PLC.,2023,7.51,0,0,0,36.1,0,1223.58,0,10%C,1.3
PARAMOUNT TEXTILE PLC.,2022,4.67,0,0,0,29.6,0,760.01,0,10%C,4.26
PARAMOUNT TEXTILE PLC.,2021,4.27,0,0,0,27.24,0,661.89,0,"20%C,5%B",3.69
PARAMOUNT TEXTILE PLC.,2020,4.46,0,0,0,24.26,0,658.81,0,"15%C,5%B",3.07
PEOPLE'S LEASING AND FINANCIAL SERVICES LTD.,2024,-14.95,0,0,0,-149.5,0,-4267.55,0,,0
PEOPLE'S LEASING AND FINANCIAL SERVICES LTD.,2023,-11.14,0,0,0,-135.7,0,-3178.67,0,,0
PEOPLE'S LEASING AND FINANCIAL SERVICES LTD.,2022,-11.08,0,0,0,-124.56,0,-3163.31,0,,0
PEOPLE'S LEASING AND FINANCIAL SERVICES LTD.,2021,-14.4,0,0,0,-115.34,0,-4110.21,0,,0
PEOPLE'S LEASING AND FINANCIAL SERVICES LTD.,2020,-22.32,0,0,0,-101.24,0,-6372.41,0,,0
PEOPLES INSURANCE COMPANY LTD.,2024,2.84,0,0,0,34.81,0,131.13,0,10.5%C,3.45
PEOPLES INSURANCE COMPANY LTD.,2023,2.57,0,0,0,32.97,0,118.95,0,10%C,2.87
PEOPLES INSURANCE COMPANY LTD.,2022,2.61,0,0,0,31.44,0,120.76,0,10.5%C,2.88
PEOPLES INSURANCE COMPANY LTD.,2021,2.58,0,0,0,30.08,0,119.08,0,12.5%C,2.07
PEOPLES INSURANCE COMPANY LTD.,2020,2.26,0,0,0,28.6,0,104.42,0,11%C,2.17
PHOENIX FIN. 1ST MUTUAL FUND,2024,-2.09,0,0,0,7.37,0,-125.44,0,,0
PHOENIX FIN. 1ST MUTUAL FUND,2023,0.38,0,0,0,9.76,0,22.95,0,3%C,2.8
PHOENIX FIN. 1ST MUTUAL FUND,2022,0.5,0,0,0,10.05,0,30.28,0,5%C,4.72
PHOENIX FIN. 1ST MUTUAL FUND,2021,0.32,0,0,0,9.68,0,19.12,0,6%C,5.56
PHOENIX FIN. 1ST MUTUAL FUND,2020,0.26,0,0,0,5.89,0,15.75,0,5%C,6.49
PHOENIX FINANCE & INVESTMENTS LIMITED,2023,-42.52,0,0,0,-33.28,0,-7052.22,0,,0
PHOENIX FINANCE & INVESTMENTS LIMITED,2022,-8.36,0,0,0,9.18,0,-1386.19,0,,0
PHOENIX FINANCE & INVESTMENTS LIMITED,2021,-2.11,0,0,0,17.54,0,-350.53,0,,0
PHOENIX FINANCE & INVESTMENTS LIMITED,2020,1.36,0,0,0,22.01,0,200.99,0,12%B,0
PHOENIX FINANCE & INVESTMENTS LIMITED,2019,1.89,0,0,0,22.5,0,264.38,0,"6%C,6%B",2.79
PHOENIX INSURANCE COMPANY LTD.,2023,1.59,0,0,0,37.23,0,64.19,0,12%C,3.33
PHOENIX INSURANCE COMPANY LTD.,2022,2.02,0,0,0,37.1,0,81.49,0,15%C,3.84
PHOENIX INSURANCE COMPANY LTD.,2021,2.2,0,0,0,39.9,0,88.79,0,15%C,2.5
PHOENIX INSURANCE COMPANY LTD.,2020,2.33,0,0,0,39.1,0,93.99,0,15%C,3.36
PHOENIX INSURANCE COMPANY LTD.,2019,2.31,0,0,0,34.88,0,93,0,12%C,4.46
PHP FIRST MUTUAL FUND,2023,-0.05,0,0,0,10.22,0,-14.45,0,2%C,3.78
PHP FIRST MUTUAL FUND,2022,0.55,0,0,0,10.97,0,155.45,0,7%C,12.73
PHP FIRST MUTUAL FUND,2021,2.04,0,0,0,11.85,0,576.38,0,8.5%C,12.69
PHP FIRST MUTUAL FUND,2020,-1.23,0,0,0,9.23,0,-346.43,0,,0
PHP FIRST MUTUAL FUND,2019,0.29,0,0,0,10.75,0,82.84,0,3%C,6.25
PIONEER INSURANCE COMPANY LTD.,2024,4.79,0,0,0,44.65,0,468.67,0,25%C,5.15
PIONEER INSURANCE COMPANY LTD.,2023,5.47,0,0,0,47.98,0,486.05,0,"20%C,10%B",2.92
PIONEER INSURANCE COMPANY LTD.,2022,6.09,0,0,0,46.88,0,515.43,0,"25%C,5%B",3.5
PIONEER INSURANCE COMPANY LTD.,2021,7.62,0,0,0,48.66,0,586.64,0,"25%C,10%B",2.14
PIONEER INSURANCE COMPANY LTD.,2020,7.61,0,0,0,49.75,0,532.67,0,"20%C,10%B",2.66
POPULAR LIFE FIRST MUTUAL FUND,2023,0.01,0,0,0,10.26,0,4.39,0,2.5%C,4.81
POPULAR LIFE FIRST MUTUAL FUND,2022,0.34,0,0,0,10.95,0,100.97,0,7%C,16.67
POPULAR LIFE FIRST MUTUAL FUND,2021,2.08,0,0,0,11.85,0,623.17,0,8.5%C,13.49
POPULAR LIFE FIRST MUTUAL FUND,2020,-1.23,0,0,0,9.38,0,-367.15,0,,0
POPULAR LIFE FIRST MUTUAL FUND,2019,0.31,0,0,0,10.9,0,92.08,0,3%C,4.23
POPULAR LIFE INSURANCE COMPANY LIMITED,2023,3.7,0,0,0,91.2,0,223.56,0,37%C,5.61
POPULAR LIFE INSURANCE COMPANY LIMITED,2022,3.8,0,0,0,92.68,0,229.63,0,38%C,4.8
POPULAR LIFE INSURANCE COMPANY LIMITED,2021,3.8,0,0,0,109.15,0,229.65,0,40%C,5.09
POPULAR LIFE INSURANCE COMPANY LIMITED,2020,3.77,0,0,0,108.9,0,227.85,0,40%C,5.22
POPULAR LIFE INSURANCE COMPANY LIMITED,2019,0,0,0,0,0,0,0,0,20%C,2.26
POWER GRID COMPANY OF BANGLADESH LTD.,2024,-5.01,0,0,0,132.61,0,-4574.69,0,,0
POWER GRID COMPANY OF BANGLADESH LTD.,2023,-8.79,0,0,0,159.47,0,-6265.74,0,10%C,1.9
POWER GRID COMPANY OF BANGLADESH LTD.,2022,1.72,0,0,0,133.66,0,1229.15,0,10%C,1.76
POWER GRID COMPANY OF BANGLADESH LTD.,2021,4.74,0,0,0,120.67,0,3378.68,0,20%C,4.47
POWER GRID COMPANY OF BANGLADESH LTD.,2020,4.45,0,0,0,110.39,0,3174.13,0,20%C,4.61
PRAGATI INSURANCE LIMITED,2024,5.61,0,0,0,57.58,0,413.34,0,"20%C,7%B",3.92
PRAGATI INSURANCE LIMITED,2023,5.36,0,0,0,58.97,0,369.46,0,"20%C,7%B",3.45
PRAGATI INSURANCE LIMITED,2022,5.65,0,0,0,59.01,0,370.32,0,"25%C,5%B",4.22
PRAGATI INSURANCE LIMITED,2021,5.72,0,0,0,57.32,0,357.06,0,35%C,3.83
PRAGATI INSURANCE LIMITED,2020,4.07,0,0,0,53.51,0,266.98,0,30%C,4.74
PRAGATI LIFE INSURANCE PLC.,2023,0,0,0,0,0,0,0,0,14%C,1.39
PRAGATI LIFE INSURANCE PLC.,2022,0,0,0,0,0,0,0,0,12%C,0.99
PRAGATI LIFE INSURANCE PLC.,2021,0,0,0,0,0,0,0,0,"11%C,6%B",1.23
PRAGATI LIFE INSURANCE PLC.,2020,0,0,0,0,0,0,0,0,12%C,1.36
PRAGATI LIFE INSURANCE PLC.,2019,0,0,0,0,0,0,0,0,20%C,1.58
PREMIER CEMENT MILLS PLC,2024,7.04,0,0,0,65.37,0,742.31,0,21.5%C,3.28
PREMIER CEMENT MILLS PLC,2023,-7.99,0,0,0,59.33,0,-842.28,0,10%C,1.77
PREMIER CEMENT MILLS PLC,2022,-10.7,0,0,0,67.13,0,-1128.44,0,10%C,2.14
PREMIER CEMENT MILLS PLC,2021,6.18,0,0,0,79.83,0,651.91,0,20%C,2.7
PREMIER CEMENT MILLS PLC,2020,2.55,0,0,0,49.74,0,269.41,0,10%C,1.64
PREMIER LEASING & FINANCE LIMITED,2023,-28.55,0,0,0,-46.79,0,-3795.81,0,,0
PREMIER LEASING & FINANCE LIMITED,2022,-15.97,0,0,0,-18.23,0,-2123.03,0,,0
PREMIER LEASING & FINANCE LIMITED,2021,-18.18,0,0,0,-2.12,0,-2416.99,0,,0
PREMIER LEASING & FINANCE LIMITED,2020,-2.93,0,0,0,16.03,0,-389,0,,0
PREMIER LEASING & FINANCE LIMITED,2019,0.17,0,0,0,18.96,0,22.42,0,,0
PRIME BANK 1ST ICB AMCL MF,2024,-1.77,0,0,0,7.9,0,-177.1,0,,0
PRIME BANK 1ST ICB AMCL MF,2023,0.42,0,0,0,9.7,0,42.12,0,3%C,3.85
PRIME BANK 1ST ICB AMCL MF,2022,0.5,0,0,0,10.44,0,49.51,0,5%C,6.58
PRIME BANK 1ST ICB AMCL MF,2021,0.47,0,0,0,10.15,0,47.44,0,7.5%C,9.62
PRIME BANK 1ST ICB AMCL MF,2020,0.31,0,0,0,6.14,0,30.6,0,5%C,10
PRIME BANK PLC.,2024,6.47,0,0,0,34.07,0,7322.48,0,"17.5%C,2.5%B",7.61
PRIME BANK PLC.,2023,4.24,0,0,0,30.76,0,4799.38,0,17.5%C,8.45
PRIME BANK PLC.,2022,3.53,0,0,0,28.41,0,3994.87,0,17.5%C,9.16
PRIME BANK PLC.,2021,3.15,0,0,0,21.44,0,3280.87,0,"12.5%C,10%B",8.39
PRIME BANK PLC.,2020,1.61,0,0,0,25.15,0,1827.94,0,15%C,8.77
PRIME FINANCE & INVESTMENT LTD.,2021,-0.69,0,0,0,10.14,0,-187.86,0,,0
PRIME FINANCE & INVESTMENT LTD.,2020,0.14,0,0,0,11.76,0,37.86,0,,0
PRIME FINANCE & INVESTMENT LTD.,2019,0.19,0,0,0,8.94,0,53.21,0,2%C,2.67
